Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Beau Allen,,,,,,,,,,,,,,O,O,O,,,,Buccaneers,2019
Antony Auclair,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,26,te,645000,Buccaneers,2019
Zack Bailey,,,,,,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2019
Shaquil Barrett,,,,,,Q,,,,,,,,,,,,,,Buccaneers,2019
Kendell Beckwith,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2019
Devante Bond,,,O,,,,,,,,,,,,,,,,,Buccaneers,2019
Cameron Brate,,,,,,,,Q,,,,,,,,,28,TE,7000000,Buccaneers,2019
K.J. Brent,IR,IR,IR,IR,IR,IR,,,,,,,,,,,,,,Buccaneers,2019
Alex Cappa,,,,,,O,O,,,,,,O,Q,,,24,RG,615000,Buccaneers,2019
Jack Cichy,,,,,O,O,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2019
Carlton Davis,,,,,,,,,O,Q,,,,,Q,,23,LCB,679687,Buccaneers,2019
Jamel Dean,,,O,O,,,,,,,,,Q,,,,23,db,495000,Buccaneers,2019
D'cota Dixon,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2019
Demar Dotson,,,,Q,Q,O,Q,,,,,,,,,,34,RT,3975000,Buccaneers,2019
Mike Edwards,,,,,,Q,,,,,,,,,,,23,ss,495000,Buccaneers,2019
Justin Evans,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2019
Mike Evans,Q,,,,,,,,,,,,,O,IR,IR,,,,Buccaneers,2019
Blaine Gabbert,O,O,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2019
Chris Godwin,,,,Q,,,,,,,,,,,O,O,,,,Buccaneers,2019
O.J. Howard,,,,,,,O,O,,,,,,,,,25,TE,1473602,Buccaneers,2019
Tanner Hudson,,,,,,,,,,,,,,,O,,,,,Buccaneers,2019
Ryan Jensen,,,,Q,,,,,,,,,,,Q,,28,C,10000000,Buccaneers,2019
Jeremiah Ledbetter,IR,IR,,,,,,,,,,,,,,,,,,Buccaneers,2019
Mike Liedtke,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2019
T.J. Logan,,,,,,Q,,,,,,,O,IR,IR,IR,,,,Buccaneers,2019
Scott Miller,,,,,,,,,,,,O,O,,IR,IR,,,,Buccaneers,2019
Bryant Mitchell,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2019
Carl Nassib,,,,,,,,,O,O,Q,Q,,,,,26,DE,2025000,Buccaneers,2019
Anthony Nelson,,,,,,,,,O,O,O,O,O,O,,,,,,Buccaneers,2019
Breshad Perriman,,,,,O,O,,,,,,,,,,,,,,Buccaneers,2019
Jason Pierre-Paul,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,30,LOLB,13650000,Buccaneers,2019
Cortrelle Simpson,IR,,,,,,,,,,,,,,,,,,,Buccaneers,2019
Donovan Smith,,,,,,,,,,,,,,D,Q,Q,26,LT,7000000,Buccaneers,2019
M.J. Stewart,,,,,,,,,,O,O,O,Q,,,,,,,Buccaneers,2019
Orion Stewart,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2019
Devin White,Q,,O,O,,,,,,,,,,Q,,,21,LILB,495000,Buccaneers,2019
Jordan Whitehead,,,,,,,,,,,,,,,IR,IR,22,FS,570000,Buccaneers,2019
Jameis Winston,,,,,,,,,,,,,,Q,Q,Q,25,QB,20922000,Buccaneers,2019
