Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Davante Adams,,,,,O,O,O,D,Q,,,,,,,,,,,Packers,2019
Montravius Adams,,,D,O,Q,,,,,,,,,,,,,,,Packers,2019
Jaire Alexander,,,,,,,,,,Q,,,,,,,22,LCB,1027761,Packers,2019
Geronimo Allison,,,,,,,D,,,,,,,,,,25,wr,1450000,Packers,2019
Adrian Amos,,,,,,,,,,Q,,,,,,,26,SS,1250000,Packers,2019
DaShaun Amos,,,,,,,,,,,,,,,,,,,,Packers,2019
David Bakhtiari,,Q,,,,,,,,,,,,,,,,,,Packers,2019
Reggie Begelton,,,,,,,,,,,,,,,,,,,,Packers,2019
Curtis Bolton,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Packers,2019
Tony Brown,,,,,O,D,Q,,,,,Q,Q,,,,,,,Packers,2019
Bryan Bulaga,,,,,Q,,,,,,,Q,,,,,30,RT,5800000,Packers,2019
Oren Burks,O,O,O,O,Q,,,,,,,,,,,,,,,Packers,2019
Ibraheim Campbell,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,,,,,,,,,,Packers,2019
Kenny Clark,,,,,,,Q,,,,,,,,,,,,,Packers,2019
Kyler Fackrell,,,Q,Q,Q,,,,,,,,,,,,,,,Packers,2019
Jimmy Graham,,,Q,,,,,,,,,,,Q,,,33,TE,3450000,Packers,2019
Raven Greene,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Packers,2019
Ka'dar Hollman,Q,Q,,,,,,,,,,,,,,,,,,Packers,2019
Malcolm Johnson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Packers,2019
Kevin King,,,,,D,,,,,,,,Q,Q,,,24,RCB,1108717,Packers,2019
Jake Kumerow,,,Q,Q,,,,,,,,,,,,Q,,,,Packers,2019
Tyler Lancaster,,,,,,,,,,,,,,,,,25,RDE,570000,Packers,2019
Corey Linsley,,,,,,,,Q,,,,,,,,,28,C,4300000,Packers,2019
Dean Lowry,,,,,,,,,,,,,,,Q,,25,LDE,2025000,Packers,2019
Cole Madison,,,,,,,,,,,O,IR,IR,IR,IR,IR,,,,Packers,2019
Yosuah Nijman,,,,,,,,,,,,,,,IR,IR,,,,Packers,2019
Will Redmond,,,,,,,,,,,,Q,,,,D,,,,Packers,2019
Greg Roberts,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,,,,Packers,2019
Darnell Savage Jr.,,,,,,O,O,Q,,,,,,,,,22,FS,3120000,Packers,2019
JK Scott,,,,,,,,,,,,,,,,,,,,Packers,2019
Darrius Shepherd,O,O,Q,,,,,,,,,,,,,,,,,Packers,2019
Za'Darius Smith,,,,Q,,,,,,,,,,,,,,,,Packers,2019
Jason Spriggs,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Packers,2019
Equanimeous St. Brown,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Packers,2019
Jace Sternberger,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,,Packers,2019
Lane Taylor,,,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Packers,2019
Robert Tonyan,,,,,,O,D,D,Q,D,Q,,,,,,,,,Packers,2019
Billy Turner,,,,,,,,,,,,,Q,,,,28,RG,1350000,Packers,2019
Marquez Valdes-Scantling,,,,,,,Q,,,,,,,,,,25,WR,570000,Packers,2019
Danny Vitale,,,,,,,,,,,Q,,,,,D,,,,Packers,2019
Elijah Wellman,,,,,,,,,,,,,,,,,,,,Packers,2019
Dexter Williams,,,,,,,,,,,,,,,,,,,,Packers,2019
Jamaal Williams,,,,,O,,,,,,,,,,,D,,,,Packers,2019
