Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Mario Addison,,,,,,,,,Q,,,,,,,,31,LDE,6250000,Panthers,2018
Kenjon Barner,,,,,,,,,,,,,,,,Q,,,,Panthers,2018
Damiere Byrd,,O,Q,,O,,,,,,,IR,IR,IR,IR,IR,,,,Panthers,2018
Ross Cockrell,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Panthers,2018
Bryan Cox Jr.,,IR,,IR,IR,IR,,,IR,,,,,,,,,,,Panthers,2018
Devin Funchess,,,,,,,,,,,D,Q,,,,,24,WR,1087850,Panthers,2018
Graham Gano,,,,,,,,,,,,,IR,IR,IR,IR,,,,Panthers,2018
Rashaan Gaulden,,,,,,,D,,,,,,,,,,,,,Panthers,2018
Marquis Haynes,,,,,O,,,,O,,,,,,,,,,,Panthers,2018
Taylor Heinicke,,,,,,,,,,,,,,,,IR,,,,Panthers,2018
Elijah Hood,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Panthers,2018
Donte Jackson,,,Q,,,,,,,,,,,,,,23,RCB,480000,Panthers,2018
Colin Jones,,,,,,,,,,,,,Q,,,,,,,Panthers,2018
Matt Kalil,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Panthers,2018
Ryan Kalil,,,,,,,,,Q,,,,,,,,33,C,4500000,Panthers,2018
Brendan Mahon,,,,,,,,,,,,,IR,IR,IR,IR,,,,Panthers,2018
Chris Manhertz,Q,,,,,,,,,,,,,,,,,,,Panthers,2018
David Mayo,,,,,,,,,Q,,,,,,,,,,,Panthers,2018
Marshall Newhouse,,,,,,,,,,,,,,,,Q,,,,Panthers,2018
Cam Newton,,,,,,,,,,,,,,,O,O,29,QB,14500000,Panthers,2018
Jared Norris,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Panthers,2018
Greg Olsen,Q,O,O,O,Q,,,,,,,,IR,IR,IR,IR,33,TE,1015000,Panthers,2018
Damian Parms,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Panthers,2018
Eric Reid,,,,,,,,,Q,,,,,,,,27,SS,823529,Panthers,2018
Fred Ross,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Panthers,2018
Curtis Samuel,O,O,O,,,,,,,,,,,,,,22,WR,758349,Panthers,2018
Da'Norris Searcy,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Panthers,2018
Kevon Seymour,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Panthers,2018
Kawann Short,,,,,,,,,,,,,,D,Q,O,,,,Panthers,2018
Amini Silatolu,Q,,,,,,,,,,,,O,IR,IR,IR,,,,Panthers,2018
Jeremiah Sirles,IR,IR,IR,,,,IR,,IR,IR,,,,IR,,,,,,Panthers,2018
Andre Smith,,,,,O,O,O,,,,,,,,,,,,,Panthers,2018
Torrey Smith,,,,,,,O,O,O,O,Q,,,,,,29,wr,5000000,Panthers,2018
Shaq Thompson,,,,,,,,,,,,,,,O,IR,24,LLB,936000,Panthers,2018
Trai Turner,,O,O,,,,,,,,,,,,,O,,,,Panthers,2018
Fozzy Whittaker,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Panthers,2018
Daryl Williams,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Panthers,2018
