Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Maurice Alexander,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Rams,2017
Brandon Allen,,,,,,,,,,,,,,IR,IR,IR,,,,Rams,2017
Mark Barron,,,,,,Q,Q,,,,,,,,,D,28,DB,5000000,Rams,2017
Connor Barwin,,,,,,,,,,,,O,Q,,,,31,LILB,2000000,Rams,2017
Jamon Brown,,,,,Q,,,,,,,,,,,,24,RG,686686,Rams,2017
Malcolm Brown,,,Q,,,,,,O,O,O,Q,,,,,,,,Rams,2017
Derek Carrier,,,,,,,,,D,Q,,,,,,,,,,Rams,2017
Marqui Christian,,,,,,,,,,,,,,,,IR,,,,Rams,2017
Cody Davis,,,,Q,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,Rams,2017
Lance Dunbar,IR,IR,IR,IR,IR,IR,IR,IR,,,Q,Q,IR,IR,IR,,,,,Rams,2017
Dominique Easley,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Rams,2017
Bryce Hager,,,,,,,,,,,Q,,,,,,,,,Rams,2017
Cory Harkey,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Rams,2017
Dominique Hatfield,,,,,,,,,,,,,D,,,,,,,Rams,2017
Temarrick Hemingway,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Rams,2017
Troy Hill,,,,,,D,,,,Q,,,,,,,,,,Rams,2017
Lamarcus Joyner,,,,O,D,Q,,,,,,,,,,IR,27,FS,1105934,Rams,2017
Cooper Kupp,,,,,,,,,,,,,,,,Q,24,wr,465000,Rams,2017
Zach Laskey,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Rams,2017
Matt Longacre,,,,,,,,,,,,,,,IR,IR,,,,Rams,2017
Bradley Marquez,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,Rams,2017
Alec Ogletree,,,,,,,,,,,,,Q,,,,26,RILB,8369000,Rams,2017
Robert Quinn,,,,,,,,,D,,,,,,,,27,LOLB,6161616,Rams,2017
Nickell Robey-Coleman,,,,,,,,,,,D,,,,,,,,,Rams,2017
John Sullivan,,,,Q,,,,,,,,,,,,,32,C,900000,Rams,2017
Mike Thomas,,,,,,,,,,,,,,,,,,,,Rams,2017
Kayvon Webster,,Q,Q,,,,,,,,,,,IR,IR,IR,26,RCB,2750000,Rams,2017
Robert Woods,,,,,,,,,,,O,O,Q,,,,25,WR,3000000,Rams,2017
Greg Zuerlein,,,,,,,,,,,,,,,IR,IR,,,,Rams,2017
