Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Robert Alford,,,,,,,,,O,P,P,,,,,P,27.0,LCB,714218.0,Falcons,2015
Ricardo Allen,,,,O,P,,,,,,,,P,,,,24.0,SS,435000.0,Falcons,2015
Jon Asamoah,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Falcons,2015
Vic Beasley,,,,,,,,,Q,,,,,,,,23.0,LDE,435000.0,Falcons,2015
Matt Bryant,,,,,,,,,,,IR,IR,O,IR,IR,IR,,,,Falcons,2015
Tevin Coleman,,,O,O,P,,,,,,,,,,O,O,,,,Falcons,2015
Justin Durant,,,P,,O,O,P,,O,P,,P,,,,P,30.0,RILB,1400000.0,Falcons,2015
Devonta Freeman,P,,,P,,P,,,,,O,P,,,,P,,,,Falcons,2015
Malliciah Goodman,,O,P,,,,,,,,,,,,,,,,,Falcons,2015
Leonard Hankerson,,,,,P,P,P,O,O,P,IR,IR,IR,,IR,,,,,Falcons,2015
Devin Hester,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,P,P,P,P,,,,Falcons,2015
Lamar Holmes,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,,,,Falcons,2015
Travis Howard,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Falcons,2015
Tyson Jackson,,,,,,,,,P,P,,,,,,,29.0,LOLB,2250000.0,Falcons,2015
Grady Jarrett,,,,,,,,,,P,,,,,O,P,,,,Falcons,2015
Tony Moeaki,,,,,,,,,,,,O,P,,,,,,,Falcons,2015
Collin Mooney,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Falcons,2015
William Moore,,P,,,,,P,O,O,P,,,,IR,IR,IR,30.0,FS,3500000.0,Falcons,2015
Michael Person,,,,,,O,P,,P,,,,,,,,27.0,C,745000.0,Falcons,2015
Brooks Reed,O,O,O,P,P,,,,,,,P,,,,,28.0,rilb,2200000.0,Falcons,2015
O'Brien Schofield,,P,,,,,,P,,,,,,,,,28.0,ROLB,745000.0,Falcons,2015
Paul Soliai,,,P,,,,,,,P,,P,O,P,P,IR,32.0,RDE,3000000.0,Falcons,2015
James Stone,,,,,,,,,P,,,,,IR,IR,IR,,,,Falcons,2015
Jacob Tamme,,,,O,P,,,,,,,,P,P,,,30.0,TE,1000000.0,Falcons,2015
Robenson Therezie,P,,,,,,,,,O,P,,,,,,,,,Falcons,2015
Desmond Trufant,,,,,,,,,P,,,,,P,,,,,,Falcons,2015
Paul Worrilow,,,P,,,,,,,,,,,O,P,P,25.0,LILB,585000.0,Falcons,2015
