Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Henry Anderson,O,O,,,,,O,O,Q,,,,,,,,,,,Colts,2016
Quan Bray,,,,,,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Colts,2016
Darius Butler,O,Q,O,O,Q,,Q,,,,,,,,,O,30.0,fs,3000000.0,Colts,2016
Trent Cole,,D,Q,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,Colts,2016
Vontae Davis,O,O,Q,,,,,,Q,,Q,,,,,,28.0,RCB,8375000.0,Colts,2016
Phillip Dorsett,,,,Q,,,O,,,,,,,Q,,,23.0,wr,1848958.0,Colts,2016
Clayton Geathers,O,Q,Q,,,,,,,,IR,IR,IR,IR,IR,IR,24.0,FS,658482.0,Colts,2016
Denzelle Good,,,O,Q,Q,,,,Q,,,Q,O,O,,,25.0,RG,538196.0,Colts,2016
T.J. Green,,O,Q,,,,Q,,,,,,,Q,,,,,,Colts,2016
Arthur Jones,,,,,,,,,,Q,,,,IR,IR,IR,30.0,RDE,3011764.0,Colts,2016
Kendall Langford,,Q,,,,,,IR,IR,O,IR,IR,IR,IR,IR,IR,30.0,LDE,4250000.0,Colts,2016
Andrew Luck,,,Q,,,,,,,,O,,,,,,27.0,QB,18400000.0,Colts,2016
Curt Maggitt,,,,,,,O,O,Q,,,,Q,IR,IR,IR,,,,Colts,2016
Robert Mathis,,Q,,,Q,,,,,,,O,O,,,,35.0,ROLB,5000000.0,Colts,2016
Jack Mewhort,Q,,,,,,O,O,O,,,,,IR,IR,IR,25.0,LG,974673.0,Colts,2016
Tevin Mitchel,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Colts,2016
Donte Moncrief,,,O,O,O,O,O,Q,,,Q,,,O,,D,23.0,WR,750880.0,Colts,2016
Joe Reitz,,,,Q,Q,,,,O,,,,,O,Q,,31.0,rt,3250000.0,Colts,2016
Patrick Robinson,,,,,,,,,,,,IR,IR,IR,IR,IR,29.0,lcb,4000000.0,Colts,2016
Chester Rogers,,,,,,,,O,,,,,,,,,,,,Colts,2016
D'Joun Smith,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,Colts,2016
Dezmen Southward,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Colts,2016
Ron Thompson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Colts,2016
Hugh Thornton,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Colts,2016
Frankie Williams,,,,,,,,,,,IR,IR,IR,IR,IR,IR,,,,Colts,2016
Andrew Williamson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Colts,2016
