Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Daren Bates,,,,,,Q,,,,,,,,,,,,,,Titans,2017
Kourtnei Brown,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Titans,2017
Johnathan Cyprien,,O,O,O,O,O,O,,,,,,,Q,,,27.0,SS,2000000.0,Titans,2017
Corey Davis,,,O,O,O,O,O,,,,,,,,,,22.0,WR,465000.0,Titans,2017
Harry Douglas,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,IR,IR,IR,IR,,,,Titans,2017
DaQuan Jones,,,,,,,,,,,,,IR,IR,IR,IR,26.0,LDE,1797000.0,Titans,2017
Mekale McKay,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Titans,2017
Derrick Morgan,,,,,,,Q,,,,,,O,O,,,28.0,LOLB,6000000.0,Titans,2017
DeMarco Murray,,,Q,,,,Q,,,,,,,,,O,29.0,RB,6250000.0,Titans,2017
Victor Ochi,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Titans,2017
Tajae Sharpe,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Titans,2017
LeShaun Sims,O,,,,,,,,,,,,,,IR,IR,24.0,db,540000.0,Titans,2017
Tye Smith,,O,,,,,,,,,,,,,,,,,,Titans,2017
Quinton Spain,,,,,,,,O,O,,,,,,,,26.0,LG,615000.0,Titans,2017
Alex Tanney,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Titans,2017
Delanie Walker,,,,,,,Q,Q,Q,,,,,,,,,,,Titans,2017
Aaron Wallace,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Titans,2017
