Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Danny Amendola,,,,,,,,,,,,,O,O,O,O,,,,Patriots,2016
Brandon Bolden,,,,,O,Q,Q,Q,,,,,,,,,,,,Patriots,2016
Alan Branch,,,,,,,,,Q,,,,,,,,32.0,LDT,1200000.0,Patriots,2016
Jacoby Brissett,,,,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2016
Trey Flowers,Q,Q,Q,,,,,,,,,Q,,,,,23.0,RDE,525000.0,Patriots,2016
Jonathan Freeny,,,Q,Q,Q,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2016
Jimmy Garoppolo,,,D,Q,Q,Q,,,,,,,,,,,,,,Patriots,2016
Rob Gronkowski,Q,Q,Q,Q,Q,Q,,,,O,Q,IR,IR,IR,IR,IR,27.0,TE,2250000.0,Patriots,2016
Dont'a Hightower,,D,Q,Q,Q,Q,,,,,,,,Q,Q,Q,,,,Patriots,2016
Chris Hogan,Q,Q,,,,,,,Q,O,Q,Q,,,,,29.0,WR,1000000.0,Patriots,2016
Tre' Jackson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2016
Cyrus Jones,,,,,,,,,,,Q,,,,,O,,,,Patriots,2016
Dion Lewis,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,26.0,rb,800000.0,Patriots,2016
Shea McClellin,Q,Q,,,O,Q,Q,,,,,,,,,,,,,Patriots,2016
Malcolm Mitchell,Q,,,,,Q,Q,Q,,,,,,,,D,24.0,wr,450000.0,Patriots,2016
Jordan Richards,,,,,,,,,,,,O,Q,Q,Q,,,,,Patriots,2016
Eric Rowe,,O,Q,Q,,,,,,,,,Q,Q,,,24.0,rcb,656811.0,Patriots,2016
Greg Scruggs,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2016
Matthew Slater,,,,,,,,,,,O,Q,Q,Q,Q,Q,,,,Patriots,2016
Sebastian Vollmer,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2016
Michael Williams,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2016
