Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Ricardo Allen,,,,O,,,,,,,,,,,,,26.0,SS,615000.0,Falcons,2017
Vic Beasley,,,O,O,,,,,,,,,,,,,25.0,LLB,615000.0,Falcons,2017
Tevin Coleman,,,,,,,,,,,,,,O,,,24.0,rb,680000.0,Falcons,2017
Jack Crawford,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Falcons,2017
Devonta Freeman,,,,,,,,,,O,O,,,,,,25.0,RB,1297000.0,Falcons,2017
Devin Fuller,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Falcons,2017
Jermaine Grace,,,,,O,,,,,,,,,,,,,,,Falcons,2017
Andy Levitre,,,,,,,,,Q,,,,O,O,Q,,31.0,LG,5250000.0,Falcons,2017
Quincy Mauger,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Falcons,2017
LaRoy Reynolds,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,,,,Falcons,2017
Duke Riley,,,,,,,O,O,O,Q,,,,,,,,,,Falcons,2017
Ty Sambrailo,,,,,,,,,,,O,,,,,,,,,Falcons,2017
Mohamed Sanu,,,,,O,,,,,,,,,,,,28.0,WR,6000000.0,Falcons,2017
Eric Saubert,,,,,,,,,,,,,O,,,,,,,Falcons,2017
Ryan Schraeder,,,O,O,,,,,,,,,,,,,29.0,RT,1000000.0,Falcons,2017
Levine Toilolo,,,,,,,,,,,,,,,,O,26.0,TE,1500000.0,Falcons,2017
Jordan Tripp,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Falcons,2017
Desmond Trufant,,,,,,,,,,,,O,,,,,27.0,RCB,1526000.0,Falcons,2017
Courtney Upshaw,,,O,O,O,,,,,,,,,,,,,,,Falcons,2017
Terron Ward,,,O,O,,,,,,,,,,,,,,,,Falcons,2017
