Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Blake Bell,,,,,,,,,,,O,,,,,,28.0,te,805000.0,Chiefs,2019
Morris Claiborne,,,,,,,,,,,,,O,O,O,O,,,,Chiefs,2019
Frank Clark,,,,,,,,O,Q,Q,,,Q,Q,,,,,,Chiefs,2019
Felton Davis,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Chiefs,2019
Gehrig Dieter,IR,,,,,,,,,,,,,,,,,,,Chiefs,2019
Laurent Duvernay-Tardif,,,,,,,,,O,Q,,,,,,,28.0,RG,6203000.0,Chiefs,2019
Rashad Fenton,,,,,,,,,,,,,O,O,,,,,,Chiefs,2019
Eric Fisher,,Q,O,O,O,O,O,O,O,O,,,,,,,28.0,LT,10350000.0,Chiefs,2019
Kendall Fuller,,,,,,,O,O,Q,Q,Q,,,,,,,,,Chiefs,2019
Davon Grayson,IR,IR,IR,IR,IR,,,,,,,,,,,,,,,Chiefs,2019
Darius Harris,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Chiefs,2019
Chad Henne,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,,Chiefs,2019
Tyreek Hill,,O,O,O,O,Q,,,,,,,,,,,,,,Chiefs,2019
Chris Jones,,,,,,O,O,O,Q,,,,,,,,,,,Chiefs,2019
Marcus Kemp,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Chiefs,2019
Darron Lee,,,,,,,,Q,,,,,,,,,,,,Chiefs,2019
John Lovett,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Chiefs,2019
Patrick Mahomes,,,,,,,,O,Q,,,,,,,,,,,Chiefs,2019
Dorian O'Daniel,,,,,O,O,,,,,,,,,,,,,,Chiefs,2019
Emmanuel Ogbah,,,,,,,,,,,O,IR,IR,IR,IR,IR,,,,Chiefs,2019
Alex Okafor,,,,,Q,,,,O,O,O,,,,IR,IR,28.0,LDE,805000.0,Chiefs,2019
Martinas Rankin,,,,,,,,,,,IR,IR,IR,IR,IR,IR,25.0,lg,,Chiefs,2019
Keith Reaser,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Chiefs,2019
Greg Senat,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,,,,Chiefs,2019
Breeland Speaks,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,Chiefs,2019
Tim Ward,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Chiefs,2019
Spencer Ware,,,,,,,,,,,,,,,,IR,,,,Chiefs,2019
Sammy Watkins,,,,,Q,D,O,,,,,,,,,,26.0,WR,11950000.0,Chiefs,2019
David Wells,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Chiefs,2019
Damien Williams,,,O,O,Q,,,,,,Q,O,O,Q,,,27.0,rb,1050000.0,Chiefs,2019
Darrel Williams,,,,,,,,,,,,,IR,IR,IR,IR,,,,Chiefs,2019
Xavier Williams,Q,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,Q,,,,Chiefs,2019
Andrew Wylie,,,,,,D,O,O,,,,,,,O,Q,25.0,LG,570000.0,Chiefs,2019
